Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Volume,Taker Buy Quote Volume,Ignore
2025-01-14 19:45:00,96853.90,97198.00,96300.10,96524.30,7.777,2025-01-14 19:49:59,751382.81280,135,4.118,398566.50800,0
2025-01-14 19:50:00,96301.10,96945.00,96301.00,96759.80,12.475,2025-01-14 19:54:59,1203492.78530,157,0.654,63278.76080,0
2025-01-14 19:55:00,96945.00,97100.00,96301.00,96856.00,5.673,2025-01-14 19:59:59,548715.87650,182,1.851,179419.26800,0
2025-01-14 20:00:00,96856.00,97199.90,95867.00,96298.00,22.044,2025-01-14 20:04:59,2130563.10490,362,11.286,1094449.80260,0
2025-01-14 20:05:00,96298.00,97120.10,95867.10,96859.20,14.613,2025-01-14 20:09:59,1410064.84260,311,7.377,712222.77220,0
2025-01-14 20:10:00,96859.20,96859.20,96274.10,96601.10,8.274,2025-01-14 20:14:59,798816.23490,161,3.874,374147.88820,0
2025-01-14 20:15:00,96482.20,97200.00,95976.10,96769.40,13.994,2025-01-14 20:19:59,1351641.75840,279,8.844,856611.35510,0
2025-01-14 20:20:00,96482.10,97277.00,96203.10,96602.00,7.482,2025-01-14 20:24:59,726364.29680,215,6.598,641020.09490,0
2025-01-14 20:25:00,96834.10,97277.20,96000.00,96898.00,8.821,2025-01-14 20:29:59,854184.86580,276,5.490,533268.39220,0
2025-01-14 20:30:00,96898.00,97000.00,96000.00,96788.00,3.185,2025-01-14 20:34:59,308243.67090,114,1.377,133551.13380,0
2025-01-14 20:35:00,96788.00,96956.50,96000.10,96558.00,2.339,2025-01-14 20:39:59,225343.21720,92,0.735,71081.72450,0
2025-01-14 20:40:00,96558.00,96787.90,96000.10,96787.90,2.058,2025-01-14 20:44:59,198883.72730,78,1.371,132664.53790,0
2025-01-14 20:45:00,96558.00,97277.20,96545.90,96898.00,3.086,2025-01-14 20:49:59,299325.26620,62,2.872,278660.35520,0
2025-01-14 20:50:00,96898.00,97277.20,96545.80,96877.90,2.645,2025-01-14 20:54:59,256445.05920,160,1.533,149051.88560,0
2025-01-14 20:55:00,96877.90,96898.00,95900.00,96874.30,4.366,2025-01-14 20:59:59,420164.46900,147,0.375,36236.59110,0
2025-01-14 21:00:00,96633.30,97278.00,96030.00,96627.40,8.010,2025-01-14 21:04:59,778862.43100,123,7.761,754837.32270,0
2025-01-14 21:05:00,96807.60,97253.20,95877.00,96598.00,7.006,2025-01-14 21:09:59,677622.01610,214,3.207,311631.21470,0
2025-01-14 21:10:00,96562.70,97253.20,95878.00,96298.00,1.452,2025-01-14 21:14:59,139932.14710,242,0.510,49385.67230,0
2025-01-14 21:15:00,96102.40,97280.00,95877.00,96527.70,9.212,2025-01-14 21:19:59,892114.31930,138,6.335,616104.21270,0
2025-01-14 21:20:00,96731.90,97280.00,96235.40,96769.40,9.075,2025-01-14 21:24:59,880703.14930,159,6.592,641019.21840,0
2025-01-14 21:25:00,96605.40,97300.00,95867.00,96623.70,4.486,2025-01-14 21:29:59,435109.15780,149,3.418,332390.79140,0
2025-01-14 21:30:00,96883.90,97326.00,95867.00,96769.40,6.119,2025-01-14 21:34:59,592101.59120,213,3.805,369547.81640,0
2025-01-14 21:35:00,96968.00,97326.00,95867.00,96769.30,11.691,2025-01-14 21:39:59,1127312.91250,310,4.205,408373.52850,0
2025-01-14 21:40:00,96359.80,97326.00,95867.00,96300.00,6.389,2025-01-14 21:44:59,616561.15900,291,3.637,352392.84910,0
2025-01-14 21:45:00,96300.00,97326.00,96239.10,96897.90,30.824,2025-01-14 21:49:59,2997382.34780,116,28.575,2780800.95560,0
2025-01-14 21:50:00,96553.50,97326.00,95867.00,96500.00,3.234,2025-01-14 21:54:59,311943.26240,176,1.032,100178.67530,0
2025-01-14 21:55:00,96475.20,97326.00,95867.00,96363.70,3.030,2025-01-14 21:59:59,292484.87680,165,1.411,137018.10210,0
2025-01-14 22:00:00,96057.30,97326.00,95867.00,96898.00,8.208,2025-01-14 22:04:59,794176.42350,212,5.165,502264.28280,0
2025-01-14 22:05:00,96801.30,97326.00,95867.00,96363.70,3.293,2025-01-14 22:09:59,316980.78330,117,0.801,77799.11370,0
2025-01-14 22:10:00,96038.00,97326.00,95867.00,96717.80,3.051,2025-01-14 22:14:59,295005.09710,105,1.837,178527.39850,0
2025-01-14 22:15:00,96941.50,97326.00,95867.00,96682.60,1.999,2025-01-14 22:19:59,192861.16510,108,0.766,74396.47520,0
2025-01-14 22:20:00,96604.60,97326.00,96363.70,96897.90,4.831,2025-01-14 22:24:59,469056.32820,173,4.180,406213.33080,0
2025-01-14 22:25:00,96897.90,97326.00,95867.00,96769.40,12.390,2025-01-14 22:29:59,1198834.27000,317,7.557,734043.41710,0
2025-01-14 22:30:00,96681.90,97326.00,95867.00,96297.90,9.393,2025-01-14 22:34:59,905550.69010,403,3.249,315227.21310,0
2025-01-14 22:35:00,95867.10,96298.00,95867.00,96240.00,7.416,2025-01-14 22:39:59,712346.12200,94,3.144,302760.89080,0
2025-01-14 22:40:00,96240.00,97331.00,95867.00,96057.30,5.009,2025-01-14 22:44:59,483794.18630,90,2.639,256469.19570,0
2025-01-14 22:45:00,96298.00,97331.00,95867.00,96717.80,16.345,2025-01-14 22:49:59,1574476.29400,180,5.872,570309.41890,0
2025-01-14 22:50:00,96898.00,97331.00,95867.00,95867.00,5.084,2025-01-14 22:54:59,489275.58520,141,1.260,122429.14610,0
2025-01-14 22:55:00,96134.20,97331.00,95867.00,96277.80,3.493,2025-01-14 22:59:59,337277.18750,107,1.781,173083.73450,0
2025-01-14 23:00:00,96598.00,97331.00,95867.00,96548.80,6.853,2025-01-14 23:04:59,661410.49710,151,3.206,311520.88350,0
2025-01-14 23:05:00,96587.40,97331.00,95867.00,96748.60,2.266,2025-01-14 23:09:59,218554.90340,90,1.064,103215.85660,0
2025-01-14 23:10:00,96298.00,97121.60,95940.50,97121.60,0.776,2025-01-14 23:14:59,74635.96300,69,0.209,20209.44500,0
2025-01-14 23:15:00,96605.50,97330.90,96363.70,96598.10,0.948,2025-01-14 23:19:59,91787.70120,125,0.286,27749.39580,0
2025-01-14 23:20:00,96885.50,97331.30,96598.00,97004.40,4.732,2025-01-14 23:24:59,460429.21330,90,4.538,441646.32610,0
2025-01-14 23:25:00,96898.00,97331.30,96319.00,96850.40,2.502,2025-01-14 23:29:59,242749.05350,95,1.638,159348.27840,0
2025-01-14 23:30:00,96773.40,97331.30,96319.00,97019.70,2.364,2025-01-14 23:34:59,229651.37050,79,1.849,179848.91980,0
2025-01-14 23:35:00,97198.00,97331.00,97019.60,97330.90,1.171,2025-01-14 23:39:59,113889.97800,38,0.993,96620.48360,0
2025-01-14 23:40:00,97019.70,97331.00,95867.00,96913.30,16.618,2025-01-14 23:44:59,1602721.67360,260,6.467,629126.58700,0
2025-01-14 23:45:00,96860.00,97330.00,95867.00,96306.00,3.966,2025-01-14 23:49:59,385184.46950,167,3.323,323248.39880,0
2025-01-14 23:50:00,96598.00,97266.80,96106.00,96597.20,0.844,2025-01-14 23:54:59,81799.61270,116,0.590,57280.30730,0
2025-01-14 23:55:00,96860.30,97329.00,95867.00,96769.40,3.538,2025-01-14 23:59:59,340844.89280,82,1.169,113636.87310,0
2025-01-15 00:00:00,96726.70,97329.00,95867.00,96363.70,9.301,2025-01-15 00:04:59,896093.44260,226,1.934,187710.73830,0
2025-01-15 00:05:00,95998.00,97329.00,95867.00,96649.60,6.478,2025-01-15 00:09:59,627389.92710,231,4.732,459382.34630,0
2025-01-15 00:10:00,96850.40,97329.00,95867.00,96779.40,7.820,2025-01-15 00:14:59,757446.84730,227,4.206,409117.15500,0
2025-01-15 00:15:00,96779.40,97329.00,95867.00,97134.70,11.166,2025-01-15 00:19:59,1079842.06720,322,6.258,608573.93950,0
2025-01-15 00:20:00,96898.00,96898.00,96464.20,96894.60,2.952,2025-01-15 00:24:59,285474.96160,137,0.894,86623.61440,0
2025-01-15 00:25:00,96894.60,96894.80,96701.50,96894.80,2.980,2025-01-15 00:29:59,288377.57880,109,0.412,39920.37760,0
2025-01-15 00:30:00,96894.70,96894.80,96894.70,96894.80,0.794,2025-01-15 00:34:59,76934.46110,16,0.693,67148.09640,0
2025-01-15 00:35:00,96894.70,96894.80,96894.70,96894.70,1.033,2025-01-15 00:39:59,100092.22880,56,0.037,3585.10760,0
2025-01-15 00:40:00,96894.70,96894.80,96894.70,96894.70,1.328,2025-01-15 00:44:59,128676.23620,21,0.746,72283.52080,0
2025-01-15 00:45:00,96894.70,97259.60,96894.70,97259.60,5.272,2025-01-15 00:49:59,510980.96880,57,1.508,146269.19260,0
2025-01-15 00:50:00,97259.50,97329.00,96464.20,97035.80,2.586,2025-01-15 00:54:59,251043.34790,73,1.435,139572.71520,0
2025-01-15 00:55:00,97035.80,97329.00,96464.30,97098.50,3.841,2025-01-15 00:59:59,373515.67640,182,3.267,317903.50110,0
2025-01-15 01:00:00,97098.50,97329.20,95867.00,96363.70,18.905,2025-01-15 01:04:59,1836612.02120,205,14.889,1448975.04510,0
2025-01-15 01:05:00,96363.70,97329.20,96349.00,96935.50,1.833,2025-01-15 01:09:59,178228.47690,122,1.484,144376.43850,0
2025-01-15 01:10:00,96972.10,97329.20,95867.00,96298.00,6.284,2025-01-15 01:14:59,606315.62840,192,1.930,187613.61650,0
2025-01-15 01:15:00,96348.00,97329.40,95867.00,96598.00,18.190,2025-01-15 01:19:59,1762070.81960,414,12.816,1246312.32950,0
2025-01-15 01:20:00,97075.60,97329.40,95867.00,96850.40,12.152,2025-01-15 01:24:59,1174959.31260,449,5.555,540261.31830,0
2025-01-15 01:25:00,96898.00,97329.40,95867.00,97329.30,5.509,2025-01-15 01:29:59,534065.01060,192,3.222,313465.55880,0
2025-01-15 01:30:00,96898.00,97329.40,95867.00,95867.10,14.580,2025-01-15 01:34:59,1409072.29850,351,6.144,596820.47330,0
2025-01-15 01:35:00,96298.00,97329.40,95867.00,96769.40,18.918,2025-01-15 01:39:59,1827799.75580,674,10.718,1040863.48730,0
2025-01-15 01:40:00,96769.40,97331.00,95867.00,96298.00,34.768,2025-01-15 01:44:59,3359394.25710,671,18.088,1758777.43220,0
2025-01-15 01:45:00,95998.00,97020.00,95867.00,96363.70,4.311,2025-01-15 01:49:59,414585.35000,162,1.203,116499.84350,0
2025-01-15 01:50:00,96363.70,97331.00,96363.60,97000.00,2.350,2025-01-15 01:54:59,227669.70290,169,1.724,167286.59780,0
2025-01-15 01:55:00,96598.00,97331.00,95867.00,96598.00,12.912,2025-01-15 01:59:59,1246941.21900,400,7.027,681430.37950,0
2025-01-15 02:00:00,96659.00,97330.00,95868.00,96967.10,8.515,2025-01-15 02:04:59,824714.54960,235,4.782,464495.93440,0
2025-01-15 02:05:00,96967.10,97330.00,96191.20,97005.90,5.038,2025-01-15 02:09:59,488523.49680,144,3.337,323729.91920,0
2025-01-15 02:10:00,97006.00,97330.00,96000.00,96940.70,5.819,2025-01-15 02:14:59,563186.80470,165,2.400,232878.55590,0
